rxcui	drugbank
1104731	DB06394
1104797	DB12569
1105254	DB14786
1105480	DB11814
1105640	DB06297
1106223	DB16139
1106426	DB15408
1106510	DB12046
1107242	DB06313
1108434	DB15259
1108514	DB15101
1108562	DB05064
1109380	DB12340
1109482	DB11779
1109522	DB06306
1109899	DB12778
1110025	DB05205
1110180	DB06642
1110316	DB11670
1111024	DB10741
1111103	DB08874
1112973	DB06681
1112990	DB04953
1114112	DB11051
1114195	DB06228
1114326	DB05039
1114345	DB13960
1114883	DB14276
1116238	DB11223
1116632	DB08816
1116977	DB10400
1116979	DB10401
1117083	DB10872
1117097	DB00085
1119986	DB13905
1125686	DB14237
1125874	DB14312
1135471	DB01592
1147220	DB08881
1147320	DB08870
1148138	DB06196
1148495	DB08865
1150096	DB19248
1189081	DB14351
1190087	DB13959
1190240	DB01592
1191757	DB13905
1191759	DB05471
1191761	DB13905
1192426	DB16570
1192729	DB10824
1192968	DB10820
1192987	DB10893
1192992	DB10823
1192997	DB10819
1193003	DB10821
1193326	DB08877
1194453	DB00089
1194484	DB17833
1194655	DB16308
1195095	DB11805
1195726	DB05199
1196447	DB12479
1196486	DB12241
1196567	DB06049
1197551	DB12119
1197556	DB12701
1198294	DB11899
1199013	DB05494
1199075	DB12467
1199529	DB14822
1199537	DB17062
1199571	DB06719
1199887	DB06050
1199930	DB05678
1200674	DB05284
1201516	DB05984
1201957	DB12581
1203013	DB05546
1203208	DB12896
1204623	DB16221
1204780	DB12960
1208425	DB09279
1208684	DB06345
1208869	DB05545
1209885	DB12981
1210345	DB15112
1212071	DB12888
1212172	DB08382
1212525	DB12998
1213857	DB13051
1214506	DB13093
1214836	DB12012
1215111	DB12806
1216184	DB15117
1217145	DB12691
1217681	DB14849
1220273	DB12071
1222389	DB15653
1224025	DB12848
1225585	DB12929
1225795	DB12042
1226649	DB05374
1227703	DB17786
1229082	DB12189
1229125	DB12238
1230838	DB05209
1232150	DB08885
1232186	DB08886
1232311	DB14169
1232405	DB11087
1232604	DB10901
1232630	DB10667
1232637	DB10860
1236136	DB11251
1239134	DB14511
1241110	DB13959
1242127	DB08898
1242806	DB05013
1242987	DB08828
1242999	DB06626
1243041	DB08820
1244607	DB08819
1246101	DB14317
1248798	DB08894
1256434	DB09145
1257475	DB12200
1258437	DB11778
1261255	DB12534
1261472	DB12773
1261692	DB12113
1262060	DB06579
1263148	DB16838
1263159	DB05524
1265162	DB05992
1266460	DB17241
1266468	DB15023
1267898	DB12387
1268264	DB05417
1269185	DB11840
1269528	DB12900
1269615	DB05592
1271157	DB11671
1273653	DB12396
1273827	DB12915
1274056	DB05255
1275979	DB06304
1276043	DB13024
1278418	DB12886
1282021	DB11747
1282867	DB15288
1282918	DB16220
1283011	DB12027
1285370	DB12711
1286032	DB11655
1286786	DB06597
1287824	DB12041
1288782	DB12821
1289398	DB12900
1289442	DB11803
1291301	DB06237
1291609	DB08876
1292422	DB10318
1293254	DB04897
1293719	DB11159
1294580	DB00056
1294617	DB09275
1294628	DB11028
1294630	DB11029
1294632	DB10959
1294634	DB11027
1297406	DB14478
1297525	DB10958
1297527	DB11033
1297529	DB10956
1297531	DB11030
1297533	DB11032
1297535	DB11031
1297537	DB10957
1297880	DB01744
1297882	DB01060
1298738	DB01744
1298944	DB06366
1299637	DB14487
1299782	DB00567
1299785	DB14409
1299884	DB11118
1299921	DB14005
1299922	DB01248
1299924	DB14600
1299926	DB09472
1299928	DB09322
1299981	DB10362
1300180	DB10788
1300182	DB10790
1300184	DB10789
1300184	DB10992
1300186	DB10787
1300186	DB10991
1300186	DB14388
1300464	DB10076
1300478	DB06205
1300485	DB13999
1300486	DB00025
1300488	DB00100
1300701	DB04871
1300779	DB10769
1300779	DB19294
1300786	DB08893
1300806	DB10990
1301887	DB10995
1302966	DB08889
1303098	DB08897
1304475	DB08885
1304974	DB08887
1305475	DB00066
1305532	DB14316
1305545	DB14320
1305551	DB10987
1305552	DB12521
1305554	DB11205
1305558	DB09326
1305579	DB11183
1305633	DB14341
1305642	DB14310
1305643	DB11270
1305643	DB14338
1305651	DB14335
1305659	DB14354
1305661	DB11199
1305664	DB14363
1305720	DB16593
1305724	DB18828
1305738	DB14091
1305743	DB14366
1305744	DB11244
1305745	DB14686
1305758	DB14478
1305896	DB11149
1305899	DB11277
1306058	DB14266
1306060	DB11227
1306061	DB14106
1306062	DB15556
1306063	DB14493
1306065	DB11140
1306066	DB11233
1306068	DB14159
1306094	DB11265
1306096	DB11200
1306097	DB11147
1306100	DB11164
1306108	DB11004
1306112	DB14201
1306115	DB11206
1306122	DB10971
1306128	DB13906
1306161	DB14308
1306163	DB14378
1306166	DB14343
1306167	DB14255
1306169	DB14588
1306178	DB11349
1306187	DB16613
1306194	DB14328
1306196	DB14155
1306235	DB14349
1306284	DB09065
1306286	DB09101
1306881	DB10972
1306882	DB10930
1306883	DB14601
1306885	DB14265
1306886	DB14200
1306933	DB11335
1306937	DB14084
1306946	DB14567
1307044	DB14199
1307080	DB14124
1307145	DB16634
1307152	DB19362
1307298	DB08899
1307404	DB08890
1307580	DB14337
1307589	DB15860
1307593	DB14565
1307614	DB14347
1307619	DB06616
1307637	DB14238
1307640	DB14352
1307662	DB04465
1307678	DB14321
1307683	DB14334
1307691	DB16575
1307698	DB11247
1307699	DB14313
1307710	DB11099
1307719	DB11261
1307719	DB14693
1307731	DB16595
1307732	DB11054
1307749	DB14274
1307750	DB14364
1307765	DB14483
1307815	DB11253
1307832	DB15789
1307834	DB14362
1307866	DB14336
1307945	DB16566
1307947	DB14370
1307948	DB10917
1307955	DB14745
1307956	DB14330
1307960	DB14280
1307961	DB14687
1307966	DB16606
1309199	DB14254
1309208	DB14323
1309209	DB15996
1309210	DB15989
1309211	DB15922
1309212	DB15663
1309217	DB15836
1309220	DB14290
1309222	DB11302
1309223	DB11293
1309226	DB14357
1309227	DB16600
1309229	DB15986
1309239	DB14322
1309247	DB11172
1309249	DB11112
1309250	DB09567
1309256	DB14309
1309258	DB14252
1309287	DB14342
1309289	DB14263
1309324	DB14291
1309330	DB14372
1309337	DB15986
1309360	DB11144
1309361	DB16638
1309375	DB16618
1309376	DB16601
1309388	DB14690
1309390	DB10905
1309395	DB14292
1309447	DB14333
1309458	DB14340
1309470	DB14270
1309490	DB14286
1309503	DB14257
1309678	DB16559
1309702	DB14253
1309723	DB14350
1309741	DB04325
1309780	DB15838
1309786	DB14356
1309788	DB14259
1309793	DB15839
1309795	DB13194
1309815	DB16536
1309828	DB14283
1309940	DB14295
1309942	DB14585
1309980	DB09422
1310040	DB10884
1310049	DB15815
1310055	DB14271
1310069	DB01323
1310070	DB11361
1310087	DB14749
1310098	DB14288
1310102	DB14757
1310121	DB15392
1310122	DB11109
1310128	DB10666
1310128	DB15603
1310164	DB14256
1310166	DB16583
1310171	DB12091
1310183	DB14167
1310190	DB15926
1310249	DB14016
1310253	DB19249
1310300	DB14574
1310463	DB14481
1310469	DB00898
1310510	DB11262
1310520	DB08880
1310542	DB14110
1310546	DB16868
1310549	DB09154
1310550	DB03689
1310551	DB03193
1310554	DB16827
1310566	DB13249
1310567	DB14077
1310571	DB14311
1310572	DB11576
1310578	DB13959
1310579	DB02145
1310585	DB11313
1310586	DB11267
1310593	DB13706
1310594	DB09287
1310602	DB14173
1310707	DB13911
1310844	DB19246
1310845	DB14226
1310905	DB11295
1310910	DB19089
1310913	DB19284
1311044	DB14301
1311067	DB12481
1311085	DB02134
1311089	DB04932
1311112	DB19245
1311119	DB11347
1311134	DB12450
1311146	DB12582
1311155	DB11250
1311165	DB11250
1311190	DB14154
1311214	DB08839
1311224	DB04532
1311225	DB12431
1311242	DB14234
1311243	DB14138
1311246	DB10650
1311261	DB03323
1311280	DB12257
1311292	DB14528
1311299	DB12880
1311319	DB14100
1311338	DB14243
1311345	DB14622
1311373	DB12310
1311380	DB00038
1311381	DB11558
1311387	DB12029
1311390	DB19377
1311393	DB14326
1311396	DB14484
1311397	DB01880
1311406	DB10965
1311407	DB13110
1311410	DB19262
1311477	DB14367
1311479	DB16592
1311485	DB15782
1311489	DB11346
1311490	DB12859
1311499	DB11266
1311500	DB15779
1311501	DB16558
1311504	DB01370
1311506	DB13089
1311507	DB11219
1311524	DB00168
1311526	DB13829
1311533	DB16607
1311539	DB09407
1311545	DB11278
1311548	DB08847
1311550	DB14143
1311560	DB13116
1311561	DB14273
1311565	DB09348
1311567	DB11185
1311569	DB11180
1311573	DB16598
1311576	DB11350
1311579	DB14305
1311590	DB14345
1311593	DB13282
1311595	DB14365
1311600	DB06662
1311606	DB14175
1311610	DB14332
1311611	DB10504
1311616	DB11226
1311625	DB00653
1311630	DB14229
1311648	DB14261
1311659	DB11355
1311670	DB05383
1311675	DB14325
1311693	DB16635
1311744	DB11510
1312358	DB04630
1312377	DB14563
1312397	DB08896
1312611	DB16872
1312707	DB11236
1312717	DB14282
1313189	DB11299
1313224	DB11208
1313234	DB11677
1313242	DB11224
1313336	DB14182
1313692	DB14759
1313720	DB11289
1313722	DB05553
1313724	DB14120
1313732	DB11291
1313853	DB09328
1313966	DB04789
1314227	DB12771
1314233	DB14683
1314255	DB01094
1314275	DB11298
1314277	DB14137
1314278	DB11232
1314279	DB14522
1314302	DB14289
1314307	DB14705
1314329	DB11709
1314330	DB02527
1314332	DB14321
1314344	DB01992
1314347	DB11259
1314350	DB17614
1314351	DB13155
1314358	DB11243
1314368	DB14078
1314371	DB14211
1314372	DB09473
1314373	DB11297
1314381	DB15677
1314384	DB09287
1314409	DB04398
1314412	DB03147
1314414	DB11451
1314416	DB09571
1314420	DB12176
1314587	DB16576
1314592	DB10826
1314597	DB14272
1314657	DB15469
1314843	DB14368
1314858	DB15073
1315121	DB10550
1315126	DB10979
1316581	DB14577
1317116	DB06493
1318067	DB05165
1318187	DB11934
1318365	DB17245
1318515	DB14324
1318915	DB01345
1319268	DB14163
1319877	DB15386
1320121	DB12931
1320384	DB12146
1320428	DB12201
1320432	DB16301
1320470	DB12024
1320642	DB03651
1321355	DB14744
1322169	DB05928
1322392	DB12066
1322405	DB11686
1322489	DB05327
1322525	DB01017
1322574	DB12649
1322680	DB12376
1324604	DB08884
1324621	DB12419
1326327	DB17983
1326493	DB12124
1328160	DB13118
1328172	DB19299
1328263	DB12270
1328293	DB12047
1328332	DB12128
1328414	DB06083
1328419	DB14853
1328529	DB15533
1329740	DB12250
1329761	DB15461
1329864	DB04796
1329940	DB10448
1329960	DB19297
1329974	DB12591
1330085	DB14694
1330105	DB08892
1330239	DB15166
1330241	DB11959
1331524	DB11974
1331808	DB11953
1333048	DB12122
1333288	DB12360
1333291	DB12138
1334475	DB06251
1334486	DB05903
1334623	DB17412
1334747	DB16605
1336223	DB15135
1336312	DB15455
1337640	DB11854
1337648	DB12289
1338710	DB13023
1338824	DB05943
1338840	DB15428
1338933	DB17914
1338949	DB06293
1339033	DB11953
1341264	DB12205
1341348	DB12140
1341384	DB14170
1343637	DB16240
1343686	DB15135
1344560	DB12034
1344643	DB14688
1344662	DB11637
1345679	DB14165
1346735	DB15167
1347557	DB10385
1347632	DB11852
1348237	DB12715
1348568	DB13013
1349278	DB12668
1350209	DB15478
1350211	DB10394
1350211	DB14179
1351869	DB12576
1352501	DB14172
1352603	DB11698
1352611	DB12899
1353284	DB12876
1353895	DB05964
1353975	DB14888
1355299	DB12299
1355833	DB13974
1355855	DB16265
1356135	DB14285
1356138	DB01736
1356151	DB14361
1356552	DB08883
1356715	DB01077
1356758	DB08231
1357536	DB08895
1358207	DB09138
1358207	DB14078
1358473	DB19152
1358845	DB11496
1358876	DB14521
1358956	DB15602
1358962	DB14264
1358963	DB14269
1359091	DB15921
1359422	DB11876
1360626	DB14088
1360627	DB11276
1360628	DB14267
1360721	DB11235
1361657	DB09420
1362584	DB14108
1362685	DB03995
1362689	DB11268
1362696	DB03568
1362697	DB11695
1362698	DB11387
1362699	DB11659
1362737	DB09502
1362740	DB14141
1362741	DB14111
1362742	DB15760
1362743	DB11327
1362746	DB15955
1362794	DB06217
1362871	DB00141
1362872	DB03175
1362874	DB11132
1362885	DB02962
1362888	DB15581
1362889	DB14186
1362892	DB13628
1362893	DB14187
1362899	DB15841
1362902	DB11283
1362903	DB02509
1362905	DB16839
1362906	DB12519
1362909	DB14091
1362911	DB20489
1362927	DB03967
1362931	DB11165
1363030	DB02774
1363043	DB13598
1363050	DB12583
1363051	DB19290
1363055	DB20157
1363268	DB08875
1363414	DB14150
1363429	DB14109
1363435	DB03017
1363444	DB14119
1363446	DB11325
1363561	DB15503
1363568	DB05384
1363571	DB14589
1363585	DB11075
1363586	DB11075
1363608	DB15146
1363625	DB11305
1363644	DB11420
1363702	DB19375
1363703	DB11112
1363706	DB14188
1363709	DB14192
1363710	DB14195
1363711	DB14202
1363712	DB11229
1363713	DB14178
1363721	DB14486
1364105	DB06663
1364277	DB11263
1364289	DB06705
1364290	DB06705
1364347	DB08901
1364379	DB14149
1364382	DB14746
1364387	DB15901
1364429	DB14516
1364430	DB06605
1364449	DB04941
1364468	DB08900
1364479	DB08827
1364504	DB08903
1364528	DB11493
1365707	DB14304
1365970	DB11467
1366324	DB14348
1366567	DB08902
1366667	DB04161
1366841	DB16522
1366858	DB14015
1366924	DB01990
1366930	DB16929
1366988	DB14497
1366989	DB19173
1367075	DB04923
1367075	DB11572
1367088	DB11184
1367119	DB14197
1367120	DB11225
1367124	DB14134
1367125	DB10554
1367134	DB14557
1367142	DB11271
1367143	DB11356
1367166	DB15884
1367175	DB11217
1367177	DB14086
1367187	DB00162
1367202	DB11997
1367839	DB05528
1368001	DB06203
1368130	DB07352
1368134	DB16102
1368138	DB14083
1368148	DB16854
1368152	DB11234
1368153	DB14184
1368163	DB14246
1368168	DB13038
1368170	DB14191
1368171	DB14203
1368189	DB14102
1368196	DB11578
1368201	DB11398
1368202	DB11288
1368207	DB11201
1368357	DB11022
1368371	DB11003
1368451	DB08909
1368530	DB01404
1368533	DB11296
1368534	DB14245
1368624	DB04557
1368626	DB02579
1368647	DB07767
1368701	DB15668
1368703	DB16203
1368708	DB15786
1368867	DB14153
1368869	DB14140
1368875	DB14183
1368885	DB14075
1368902	DB14303
1369563	DB04481
1369713	DB08910
1370111	DB00166
1370424	DB11328
1370425	DB11116
1370435	DB14312
1370439	DB14148
1370451	DB13518
1370460	DB00126
1370467	DB15615
1370469	DB10548
1370600	DB00974
1370605	DB11352
1370621	DB03796
1370773	DB14709
1370774	DB01404
1370776	DB14268
1370777	DB14262
1370971	DB04938
1370984	DB14281
1370985	DB14287
1370988	DB14358
1371041	DB05773
1371312	DB19262
1371313	DB12938
1371315	DB01694
1371320	DB14136
1371906	DB15631
1371967	DB14598
1371994	DB14156
1372002	DB10628
1372003	DB14321
1372006	DB14258
1372255	DB16594
1372538	DB04485
1372539	DB02377
1372928	DB14331
1373037	DB14692
1373041	DB12277
1373218	DB15915
1373351	DB14116
1373391	DB09266
1373458	DB08907
1373478	DB08908
1373895	DB10977
1374399	DB14073
1374802	DB09125
1374845	DB06527
1376149	DB14094
1376155	DB14492
1376156	DB11933
1376213	DB14278
1376214	DB14279
1382107	DB12060
1382177	DB16349
1382182	DB15192
1382195	DB11910
1382216	DB12412
1382288	DB11975
1382296	DB15887
1384205	DB05241
1384658	DB05223
1389232	DB11888
1390975	DB16118
1391038	DB11657
1391164	DB11651
1392151	DB11832
1392801	DB11685
1392960	DB12844
1396537	DB11701
1398315	DB14997
1400110	DB12742
1401065	DB05796
1402827	DB11917
1402832	DB15317
1404172	DB12044
1404178	DB16321
1404240	DB02513
1404247	DB14733
1406596	DB12509
1407694	DB06013
1407731	DB06318
1408681	DB12080
1411736	DB15850
1412666	DB12272
1413563	DB14945
1414390	DB17745
1414396	DB11824
1414439	DB15285
1414521	DB15068
1414524	DB15646
1416053	DB12100
1416059	DB05168
1416702	DB12579
1416731	DB12638
1417436	DB05253
1417448	DB11777
1417467	DB09184
1418124	DB14875
1420054	DB06318
1420094	DB11891
1420982	DB04827
1420983	DB11285
1421537	DB05773
1421648	DB15753
1422066	DB11202
1423239	DB00166
1423270	DB09397
1423796	DB15535
1423802	DB09561
1424174	DB08913
1424645	DB14327
1424665	DB12031
1424881	DB14306
1424884	DB09082
1424911	DB08912
1425099	DB08911
1425213	DB00028
1425214	DB14241
1425419	DB09277
1425419	DB09563
1425919	DB13654
1425932	DB05426
1425933	DB16555
1425983	DB04221
1426164	DB13150
1426165	DB13149
1426166	DB13148
1426330	DB04299
1426339	DB16298
1426390	DB03796
1426391	DB11260
1426392	DB11269
1426413	DB16621
1426418	DB14157
1426447	DB14001
1426448	DB14706
1426451	DB01759
1426458	DB09313
1426463	DB01646
1426467	DB15666
1426476	DB08921
1426477	DB19146
1426478	DB14181
1426481	DB11024
1426482	DB02691
1426598	DB14546
1426629	DB10973
1426632	DB10985
1426635	DB14260
1426644	DB19171
1426646	DB14117
1426661	DB14351
1426665	DB10974
1426680	DB00028
1426682	DB12182
1426773	DB14174
1426842	DB00028
1426853	DB01378
1426854	DB11207
1426855	DB10771
1426865	DB13260
1426866	DB16456
1426867	DB13031
1426872	DB06261
1426874	DB08824
1426875	DB19224
1426884	DB14206
1426889	DB11577
1426889	DB16862
1426912	DB10551
1426921	DB10645
1426931	DB15588
1426932	DB14099
1426933	DB14099
1426938	DB19141
1426942	DB14194
1427044	DB11023
1427047	DB11284
1427050	DB11283
1427059	DB10389
1427065	DB11272
1427073	DB12862
1427086	DB11955
1427088	DB08844
1427134	DB10443
1427136	DB14196
1427137	DB10770
1427138	DB10772
1427139	DB19288
1427157	DB14145
1427163	DB15060
1427179	DB11166
1427189	DB14190
1427192	DB14193
1427193	DB02520
1427198	DB14552
1427203	DB15910
1427208	DB19156
1427222	DB05829
1427223	DB09546
1427224	DB09149
1428027	DB14315
1428042	DB14296
1428832	DB11174
1428835	DB13423
1428846	DB14244
1428905	DB16577
1429503	DB13521
1429908	DB15373
1429927	DB16632
1429935	DB01538
1429937	DB14318
1429945	DB13221
1429948	DB14748
1429960	DB13734
1429962	DB09219
1429965	DB06773
1430390	DB00825
1430390	DB14123
1430438	DB08916
1431295	DB00076
1431327	DB13797
1431354	DB08835
1431357	DB09340
1431464	DB13255
1431470	DB01534
1431726	DB09163
1431738	DB08886
1431763	DB09138
1431767	DB09139
1431772	DB09165
1431791	DB01381
1431828	DB13471
1432021	DB09425
1432293	DB11840
1433212	DB08918
1433693	DB08917
1433764	DB00099
1433868	DB08930
1435279	DB14144
1435389	DB19252
1435864	DB12969
1437503	DB11358
1437705	DB01227
1438113	DB14251
1438509	DB14249
1439115	DB15049
1439816	DB08931
1440046	DB13200
1440051	DB09265
1440227	DB11337
1440264	DB08878
1440266	DB19365
1440270	DB05022
1440288	DB11332
1440289	DB14277
1440856	DB02659
1440971	DB11331
1441386	DB06401
1441546	DB06728
1441568	DB14131
1441649	DB14002
1441651	DB05098
1441688	DB11300
1441689	DB11311
1442132	DB08932
1442190	DB02379
1442981	DB09053
1443044	DB18050
1444006	DB10318
1444435	DB11941
1444683	DB12380
1445375	DB06611
1445402	DB13052
1445414	DB14492
1446853	DB11894
1446906	DB11950
1446940	DB12089
1446942	DB12845
1447313	DB11721
1447373	DB12279
1447413	DB14009
1447466	DB11881
1449154	DB12045
1449190	DB12565
1449231	DB09339
1449387	DB13004
1449433	DB11709
1450826	DB14011
1450910	DB00833
1451069	DB06360
1451114	DB05220
1451608	DB13021
1451675	DB17184
1451720	DB14907
1453102	DB05304
1453106	DB01555
1455035	DB14951
1455099	DB09068
1456740	DB17309
1456913	DB13762
1457912	DB12718
1458439	DB16152
1459810	DB09480
1459981	DB13040
1461245	DB11893
1461367	DB17737
1462730	DB11956
1462866	DB17111
1462935	DB11694
1463037	DB16185
1463903	DB13445
1464101	DB13128
1465159	DB04468
1466775	DB14050
1466790	DB14887
1467910	DB09308
1468033	DB12056
1468170	DB05514
1468845	DB00559
1469013	DB12288
1470290	DB17168
1471236	DB12416
1473847	DB14926
1475741	DB12486
1477454	DB11808
1477501	DB05445
1478151	DB12851
1478180	DB13095
1478847	DB13979
1480374	DB12718
1482132	DB11782
1482188	DB12426
1482501	DB09119
1482502	DB14575
1482680	DB08933
1482790	DB06290
1482794	DB11301
1482913	DB09161
1483262	DB03566
1483263	DB00127
1483316	DB14135
1483317	DB11123
1483575	DB04335
1484283	DB09146
1484499	DB12749
1484911	DB08934
1485785	DB14355
1485786	DB14299
1486025	DB09151
1486026	DB15058
1486445	DB05794
1486503	DB15606
1487142	DB14153
1487514	DB09076
1487533	DB11493
1487826	DB12452
1488293	DB09310
1488293	DB12909
1488368	DB09165
1488564	DB06292
1488818	DB09138
1489762	DB09314
1489913	DB06262
1489914	DB09051
1490468	DB09071
1490795	DB14479
1490797	DB11197
1491625	DB09046
1491871	DB17324
1492190	DB16553
1492300	DB14711
1492727	DB05676
1492937	DB14344
1492940	DB09148
1494066	DB09031
1494846	DB14247
1495153	DB13168
1498040	DB17293
1499870	DB12732
1500307	DB11949
1500527	DB11746
1504542	DB11844
1505340	DB12427
1506009	DB12209
1507790	DB11743
1509977	DB12105
1510406	DB16211
1511576	DB12417
1513362	DB12986
1513570	DB16844
